sep=,
Device,ComId,ListName,ListType,Name,Description,Value,ArrayIndex,Unit
C1,782,NvParametersC1,DB_NVM_PAR,u8MinPvgDownPendularNacellePost,Min pvg down pendular with Nacelle post in pourcent regarding batterie voltage,45,0,[%]
C1,783,NvParametersC1,DB_NVM_PAR,u8MinPvgDownPendularRadioPost,Min pvg down pendular with Radio post in pourcent regarding batterie voltage,45,0,[%]
C1,784,NvParametersC1,DB_NVM_PAR,u8MaxPvgDownPendularTurretPost,Max pvg down pendular with turret post in pourcent regarding batterie voltage,38,0,[%]
C1,785,NvParametersC1,DB_NVM_PAR,u8MaxPvgDownPendularNacellePost,Max pvg down pendular with Nacelle post in pourcent regarding batterie voltage,38,0,[%]
C1,786,NvParametersC1,DB_NVM_PAR,u8MaxPvgDownPendularRadioPost,Max pvg down pendular with Radio post in pourcent regarding batterie voltage,35,0,[%]
C1,787,NvParametersC1,DB_NVM_PAR,au16DownPendularRampRatioTurret,,500,0,[custom]
C1,787,NvParametersC1,DB_NVM_PAR,au16DownPendularRampRatioTurret,,200,1,[custom]
C1,929,NvParametersC1,DB_NVM_PAR,au16DownPendularRampRatioNacelle,,200,0,[ms]
C1,929,NvParametersC1,DB_NVM_PAR,au16DownPendularRampRatioNacelle,,200,1,[ms]
C1,930,NvParametersC1,DB_NVM_PAR,au16DownPendularRampRatioRadio,,500,0,[ms]
C1,930,NvParametersC1,DB_NVM_PAR,au16DownPendularRampRatioRadio,,200,1,[ms]
C1,788,NvParametersC1,DB_NVM_PAR,u8MinPvgUpIncliBasketTurretPost,Min pvg up inclinaison basket with turret post in pourcent regarding batterie voltage,45,0,[%]
C1,789,NvParametersC1,DB_NVM_PAR,u8MinPvgUpIncliBasketNacellePost,Min pvg up inclinaison basket with Nacelle post in pourcent regarding batterie voltage,45,0,[%]
C1,790,NvParametersC1,DB_NVM_PAR,u8MinPvgUpIncliBasketRadioPost,Min pvg up inclinaison basket with Radio post in pourcent regarding batterie voltage,45,0,[%]
C1,791,NvParametersC1,DB_NVM_PAR,u8MaxPvgUpIncliBasketTurretPost,Max pvg up inclinaison basket with turret post in pourcent regarding batterie voltage,38,0,[%]
C1,792,NvParametersC1,DB_NVM_PAR,u8MaxPvgUpIncliBasketNacellePost,Max pvg up inclinaison basket with Nacelle post in pourcent regarding batterie voltage,38,0,[%]
C1,793,NvParametersC1,DB_NVM_PAR,u8MaxPvgUpIncliBasketRadioPost,Max pvg up inclinaison basket with Radio post in pourcent regarding batterie voltage,38,0,[%]
C1,794,NvParametersC1,DB_NVM_PAR,au16UpInclinBasketRampRatioTurret,,500,0,[ms]
C1,794,NvParametersC1,DB_NVM_PAR,au16UpInclinBasketRampRatioTurret,,200,1,[ms]
C1,931,NvParametersC1,DB_NVM_PAR,au16UpInclinBasketRampRatioNacelle,,200,0,[ms]
C1,931,NvParametersC1,DB_NVM_PAR,au16UpInclinBasketRampRatioNacelle,,200,1,[ms]
C1,932,NvParametersC1,DB_NVM_PAR,au16UpInclinBasketRampRatioRadio,,100,0,[ms]
C1,932,NvParametersC1,DB_NVM_PAR,au16UpInclinBasketRampRatioRadio,,100,1,[ms]
C1,795,NvParametersC1,DB_NVM_PAR,u8MinPvgDownIncliBasketTurretPost,Min pvg down inclinaison basket with turret post in pourcent regarding batterie voltage,45,0,[%]
C1,796,NvParametersC1,DB_NVM_PAR,u8MinPvgDownIncliBasketNacellePost,Min pvg down inclinaison basket with Nacelle post in pourcent regarding batterie voltage,45,0,[%]
C1,797,NvParametersC1,DB_NVM_PAR,u8MinPvgDownIncliBasketRadioPost,Min pvg down inclinaison basket with Radio post in pourcent regarding batterie voltage,45,0,[%]
C1,798,NvParametersC1,DB_NVM_PAR,u8MaxPvgDownIncliBasketTurretPost,Max pvg down inclinaison basket with turret post in pourcent regarding batterie voltage,38,0,[%]
C1,799,NvParametersC1,DB_NVM_PAR,u8MaxPvgDownIncliBasketNacellePost,Max pvg down inclinaison basket with Nacelle post in pourcent regarding batterie voltage,38,0,[%]
C1,800,NvParametersC1,DB_NVM_PAR,u8MaxPvgDownIncliBasketRadioPost,Max pvg down inclinaison basket with Radio post in pourcent regarding batterie voltage,38,0,[%]
C1,801,NvParametersC1,DB_NVM_PAR,au16DownInclinBasketRampRatioTurret,,500,0,[ms]
C1,801,NvParametersC1,DB_NVM_PAR,au16DownInclinBasketRampRatioTurret,,0,1,[ms]
C1,933,NvParametersC1,DB_NVM_PAR,au16DownInclinBasketRampRatioNacelle,,200,0,[ms]
C1,933,NvParametersC1,DB_NVM_PAR,au16DownInclinBasketRampRatioNacelle,,200,1,[ms]
C1,934,NvParametersC1,DB_NVM_PAR,au16DownInclinBasketRampRatioRadio,,100,0,[ms]
C1,934,NvParametersC1,DB_NVM_PAR,au16DownInclinBasketRampRatioRadio,,100,1,[ms]
C1,802,NvParametersC1,DB_NVM_PAR,u8MinPvgRotBasktClkwiseTurretPost,Min pvg rotation clockwise basket with turret post in pourcent regarding batterie voltage,45,0,[%]
C1,803,NvParametersC1,DB_NVM_PAR,u8MinPvgRotBasktClkwiseNacellePost,Min pvg rotation clockwise basket with Nacelle post in pourcent regarding batterie voltage,45,0,[%]
C1,804,NvParametersC1,DB_NVM_PAR,u8MinPvgRotBasketClkwiseRadioPost,Min pvg rotation clockwise basket with Radio post in pourcent regarding batterie voltage,45,0,[%]
C1,805,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotBasketClkwiseTurretPost,Max pvg rotation clockwise basket with turret post in pourcent regarding batterie voltage,38,0,[%]
C1,806,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotBasktClkwiseNacellePost,Max pvg rotation clockwise basket with Nacelle post in pourcent regarding batterie voltage,38,0,[%]
C1,807,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotBasketClkwiseRadioPost,Max pvg rotation clockwise basket with Radio post in pourcent regarding batterie voltage,38,0,[%]
C1,808,NvParametersC1,DB_NVM_PAR,au16RotBasketClkwiseRampRatioTurret,,500,0,[ms]
C1,808,NvParametersC1,DB_NVM_PAR,au16RotBasketClkwiseRampRatioTurret,,200,1,[ms]
C1,925,NvParametersC1,DB_NVM_PAR,au16RotBasketClkwiseRampRatioNacel,,200,0,[ms]
C1,925,NvParametersC1,DB_NVM_PAR,au16RotBasketClkwiseRampRatioNacel,,200,1,[ms]
C1,926,NvParametersC1,DB_NVM_PAR,au16RotBasketClkwiseRampRatioRadio,,100,0,[ms]
C1,926,NvParametersC1,DB_NVM_PAR,au16RotBasketClkwiseRampRatioRadio,,100,1,[ms]
C1,809,NvParametersC1,DB_NVM_PAR,u8MinPvgRotBasktCtClkwiseTurtPost,Min pvg rotation counter clockwise basket with turret post in pourcent regarding batterie voltage,45,0,[%]
C1,810,NvParametersC1,DB_NVM_PAR,u8MinPvgRotBasktCtClkwiseNacelPost,Min pvg rotation counter clockwise basket with Nacelle post in pourcent regarding batterie voltage,45,0,[%]
C1,811,NvParametersC1,DB_NVM_PAR,u8MinPvgRotBasktCtClkwiseRadioPost,Min pvg rotation counter clockwise basket with Radio post in pourcent regarding batterie voltage,45,0,[%]
C1,812,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotBasktCtClkwiseTuretPost,Max pvg rotation counter clockwise basket with turret post in pourcent regarding batterie voltage,38,0,[%]
C1,813,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotBasktCtClkwiseNacelPost,Max pvg rotation counter clockwise basket with Nacelle post in pourcent regarding batterie voltage,38,0,[%]
C1,814,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotBasktCtClkwiseRadioPost,Max pvg rotation counter clockwise basket with Radio post in pourcent regarding batterie voltage,38,0,[%]
C1,815,NvParametersC1,DB_NVM_PAR,au16RotBasketCtClkwiseRampRatioTuret,,500,0,[ms]
C1,815,NvParametersC1,DB_NVM_PAR,au16RotBasketCtClkwiseRampRatioTuret,,200,1,[ms]
C1,923,NvParametersC1,DB_NVM_PAR,au16RotBasketCtClkwiseRampRatioNacel,,200,0,[ms]
C1,923,NvParametersC1,DB_NVM_PAR,au16RotBasketCtClkwiseRampRatioNacel,,200,1,[ms]
C1,924,NvParametersC1,DB_NVM_PAR,au16RotBasketCtClkwiseRampRatioRadio,,100,0,[ms]
C1,924,NvParametersC1,DB_NVM_PAR,au16RotBasketCtClkwiseRampRatioRadio,,100,1,[ms]
C1,816,NvParametersC1,DB_NVM_PAR,u8MinPvgRotTurretClkwiseTurretPost,Min pvg rotation clockwise basket with turret post in pourcent regarding batterie voltage,45,0,[%]
C1,817,NvParametersC1,DB_NVM_PAR,u8MinPvgRotTurretClkwiseNacelPost,Min pvg rotation clockwise basket with Nacelle post in pourcent regarding batterie voltage,45,0,[%]
C1,818,NvParametersC1,DB_NVM_PAR,u8MinPvgRotTurretClkwiseRadioPost,Min pvg rotation clockwise basket with Radio post in pourcent regarding batterie voltage,45,0,[%]
C1,819,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotTurretClkwiseTurretPost,Max pvg rotation clockwise basket with turret post in pourcent regarding batterie voltage,38,0,[%]
C1,820,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotTurretClkwiseNacelPost,Max pvg rotation clockwise basket with Nacelle post in pourcent regarding batterie voltage,38,0,[%]
C1,821,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotTurretClkwiseRadioPost,Max pvg rotation clockwise basket with Radio post in pourcent regarding batterie voltage,38,0,[%]
C1,822,NvParametersC1,DB_NVM_PAR,au16RotTurretClkwiseRampRatioTurret,,500,0,[ms]
C1,822,NvParametersC1,DB_NVM_PAR,au16RotTurretClkwiseRampRatioTurret,,500,1,[ms]
C1,935,NvParametersC1,DB_NVM_PAR,au16RotTurretClkwiseRampRatioNacelle,,500,0,[ms]
C1,935,NvParametersC1,DB_NVM_PAR,au16RotTurretClkwiseRampRatioNacelle,,500,1,[ms]
C1,936,NvParametersC1,DB_NVM_PAR,au16RotTurretClkwiseRampRatioRadio,,500,0,[ms]
C1,936,NvParametersC1,DB_NVM_PAR,au16RotTurretClkwiseRampRatioRadio,,500,1,[ms]
C1,823,NvParametersC1,DB_NVM_PAR,u8MinPvgRotTurretCtClkwiseTurtPost,Min pvg rotation counter clockwise basket with turret post in pourcent regarding batterie voltage,45,0,[%]
C1,824,NvParametersC1,DB_NVM_PAR,u8MinPvgRotTurretCtClkwseNacelPost,Min pvg rotation counter clockwise basket with Nacelle post in pourcent regarding batterie voltage,45,0,[%]
C1,825,NvParametersC1,DB_NVM_PAR,u8MinPvgRotTuretCtClkwseRadioPost,Min pvg rotation counter clockwise basket with Radio post in pourcent regarding batterie voltage,45,0,[%]
C1,826,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotTurretCtClkwseTuretPost,Max pvg rotation counter clockwise basket with turret post in pourcent regarding batterie voltage,38,0,[%]
C1,827,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotTurretCtClkwseNacelPost,Max pvg rotation counter clockwise basket with Nacelle post in pourcent regarding batterie voltage,38,0,[%]
C1,828,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotTurretCtClkwseRadioPost,Max pvg rotation counter clockwise basket with Radio post in pourcent regarding batterie voltage,38,0,[%]
C1,829,NvParametersC1,DB_NVM_PAR,au16RotTurretCtClkwiseRampRatioTuret,,500,0,[ms]
C1,829,NvParametersC1,DB_NVM_PAR,au16RotTurretCtClkwiseRampRatioTuret,,500,1,[ms]
C1,937,NvParametersC1,DB_NVM_PAR,au16RotTurretCtClkwiseRampRatioNacel,,500,0,[ms]
C1,937,NvParametersC1,DB_NVM_PAR,au16RotTurretCtClkwiseRampRatioNacel,,500,1,[ms]
C1,938,NvParametersC1,DB_NVM_PAR,au16RotTurretCtClkwiseRampRatioRadio,,500,0,[ms]
C1,938,NvParametersC1,DB_NVM_PAR,au16RotTurretCtClkwiseRampRatioRadio,,500,1,[ms]
C1,830,NvParametersC1,DB_NVM_PAR,u8MinPvgUpAxleOscillant,Min pvg up axle oscillant,55,0,[%]
C1,834,NvParametersC1,DB_NVM_PAR,u8MaxPvgUpAxleOscillant,Max pvg up axle oscillant,75,0,[%]
C1,836,NvParametersC1,DB_NVM_PAR,au16PvgUpAxleOscillantRampRatio,,200,0,[custom]
C1,836,NvParametersC1,DB_NVM_PAR,au16PvgUpAxleOscillantRampRatio,,200,1,[custom]
C1,837,NvParametersC1,DB_NVM_PAR,u8MinPvgDownAxleOscillant,Min pvg down axle oscillant,55,0,[%]
C1,838,NvParametersC1,DB_NVM_PAR,u8MaxPvgDownAxleOscillant,Max pvg down axle oscillant,75,0,[%]
C1,839,NvParametersC1,DB_NVM_PAR,au16PvgDownAxleOscillantRampRatio,,200,0,[custom]
C1,839,NvParametersC1,DB_NVM_PAR,au16PvgDownAxleOscillantRampRatio,,200,1,[custom]
C1,840,NvParametersC1,DB_NVM_PAR,u8MinPvgUpAxleFixe,Min pvg up axle fixe,55,0,[%]
C1,841,NvParametersC1,DB_NVM_PAR,u8MaxPvgUpAxleFixe,Max pvg up axle fixe,75,0,[%]
C1,842,NvParametersC1,DB_NVM_PAR,au16PvgUpAxleFixeRampRatio,,200,0,[custom]
C1,842,NvParametersC1,DB_NVM_PAR,au16PvgUpAxleFixeRampRatio,,200,1,[custom]
C1,843,NvParametersC1,DB_NVM_PAR,u8MinPvgDownAxleFixe,Min pvg down axle fixe,55,0,[%]
C1,844,NvParametersC1,DB_NVM_PAR,u8MaxPvgDownAxleFixe,Max pvg down axle fixe,75,0,[%]
C1,845,NvParametersC1,DB_NVM_PAR,au16PvgDownAxleFixeRampRatio,,200,0,[custom]
C1,845,NvParametersC1,DB_NVM_PAR,au16PvgDownAxleFixeRampRatio,,200,1,[custom]
C1,846,NvParametersC1,DB_NVM_PAR,u8MinPvgRotFrameCtClkwise,Min pvg rotation counter clockwise basket with turret post in pourcent regarding batterie voltage,45,0,[%]
C1,851,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotFrameCtClkwise,Max pvg rotation counter clockwise basket with Radio post in pourcent regarding batterie voltage,39,0,[%]
C1,852,NvParametersC1,DB_NVM_PAR,au16RotFrameCtClkwiseRampRatio,,1000,0,[custom]
C1,852,NvParametersC1,DB_NVM_PAR,au16RotFrameCtClkwiseRampRatio,,200,1,[custom]
C1,853,NvParametersC1,DB_NVM_PAR,u8MinPvgRotFrameClkwise,Min pvg rotation counter clockwise basket with turret post in pourcent regarding batterie voltage,45,0,[%]
C1,854,NvParametersC1,DB_NVM_PAR,u8MaxPvgRotFrameClkwise,Max pvg rotation counter clockwise basket with Radio post in pourcent regarding batterie voltage,39,0,[%]
C1,855,NvParametersC1,DB_NVM_PAR,au16RotFrameClkwiseRampRatio,,1000,0,[custom]
C1,855,NvParametersC1,DB_NVM_PAR,au16RotFrameClkwiseRampRatio,,200,1,[custom]
C1,425,NvParametersC1,DB_NVM_PAR,u32AntiDemarrageTime,Timer anti demarrage to detect start motor,5000,0,[ms]
C1,752,NvParametersC1,DB_NVM_PAR,i32TresholdRmpMotorAntidemarrage,Treshold rpm motor to control anti demarrage ,500,0,[custom]
C1,449,NvParamMotorC1,DB_NVM_PAR,u16StartUpCurrentMotor,Start Up current ,3000,0,[mA]
C1,450,NvParamMotorC1,DB_NVM_PAR,u16HighForcingCurrentMotor,High forcing current when preheating is sollicited,4000,0,[mA]
C1,451,NvParamMotorC1,DB_NVM_PAR,u16LowForcingCurrentMotor,Low forcing current,1000,0,[mA]
C1,452,NvParamMotorC1,DB_NVM_PAR,u16Threshold3,Threshold3 aplly when more at one Pvg movement are sollicited,11000,0,[mA]
C1,453,NvParamMotorC1,DB_NVM_PAR,u16Threshold2,Threshold2 aplly when one Pvg movement is sollicited,8000,0,[mA]
C1,454,NvParamMotorC1,DB_NVM_PAR,u16Threshold1,Threshold1 aplly when a movement on groupe2 output ,4600,0,[mA]
C1,456,NvParamMotorC1,DB_NVM_PAR,u32StartUpTime,Time to pilot motor  while start up,5000,0,[ms]
C1,455,NvParamMotorC1,DB_NVM_PAR,u32HighForcingTime,Time to pilot motor  while preheating ,5000,0,[ms]
C1,458,NvParamMotorC1,DB_NVM_PAR,u16TranslationCurrentMotor,Current applu when Translation movement is sollicited,30000,0,[mA]
C1,459,NvParamMotorC1,DB_NVM_PAR,u16NoMovementCurrentMotor,Current apply when no movement,4600,0,[mA]
C1,761,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveSlopeAngles,,0,0,[°/10]
C1,761,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveSlopeAngles,,10,1,[°/10]
C1,761,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveSlopeAngles,,20,2,[°/10]
C1,761,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveSlopeAngles,,30,3,[°/10]
C1,761,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveSlopeAngles,,40,4,[°/10]
C1,761,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveSlopeAngles,,50,5,[°/10]
C1,761,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveSlopeAngles,,60,6,[°/10]
C1,761,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveSlopeAngles,,70,7,[°/10]
C1,761,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveSlopeAngles,,80,8,[°/10]
C1,762,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveStrokeValues,,2250,0,[mm]
C1,762,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveStrokeValues,,2250,1,[mm]
C1,762,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveStrokeValues,,2045,2,[mm]
C1,762,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveStrokeValues,,1645,3,[mm]
C1,762,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveStrokeValues,,1645,4,[mm]
C1,762,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveStrokeValues,,1645,5,[mm]
C1,762,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveStrokeValues,,1645,6,[mm]
C1,762,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveStrokeValues,,1450,7,[mm]
C1,762,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,au16TelescopeLimitCurveStrokeValues,,1312,8,[mm]
C1,766,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,u16TelescopeLimitCriticZoneThresRel,Telescope limitation; threshold of the critical zone (relative to the stroke threshold given by the curve),100,0,[mm]
C1,767,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16TelescopeLimitCriticZoneHystRel,Telescope limitation; hysteresis applied on the critical zone threshold (relative),-10,0,[mm]
C1,768,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,u16DeltaArmLimitSlopeHighThresAbs,Delta arm limitation; threshold use to detect if the slope is high,30,0,[°/10]
C1,831,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16DeltaArmLimitSlopeHighHystRel,Delta arm limitation; hysteresis applied on the slope high threshold (relative),-5,0,[°/10]
C1,832,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16DeltaArmLimitUpperZoneThresAbs,Delta arm limitation; threshold angle of the upper zone (absolute),250,0,[°/10]
C1,833,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16DeltaArmLimitUpperZoneHystRel,Delta arm limitation; hysteresis applied on the upper zone threshold (relative),-10,0,[°/10]
C1,835,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16DeltaArmLimitSlowZoneThresRel,Delta arm limitation; threshold angle of the slow down zone (relative to the upper zone threshold),-50,0,[°/10]
C1,847,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,u16DeltaArmLimitSlowSpeed,Delta arm limitation; speed applied in the slow down zone (in percent),40,0,[%]
C1,848,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16DeltaArmLimitCriticZoneThresRel,Delta arm limitation; threshold angle of the critical zone (relative to the upper zone threshold),60,0,[°/10]
C1,849,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16DeltaArmLimitCriticZoneHystRel,Delta arm limitation; hysteresis applied on the critical zone threshold (relative),-10,0,[°/10]
C1,850,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16ArrowArmLimitLowerZoneThresAbs,Arrow arm limitation; threshold angle of the lower zone (absolute),450,0,[°/10]
C1,865,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16ArrowArmLimitLowerZoneHystRel,Arrow arm limitation; hysteresis applied on the lower zone threshold (relative),10,0,[°/10]
C1,868,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16ArrowArmLimitSlowZoneThresRel,Arrow arm limitation; threshold angle of the slow down zone (relative to the lower zone threshold),50,0,[°/10]
C1,869,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,u16ArrowArmLimitSlowSpeed,Arrow arm limitation; speed applied in the slow down zone (in percent),50,0,[%]
C1,870,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16ArrowArmLimitCriticZoneThresRel,Arrow arm limitation; threshold angle of the critical zone (relative to the lower zone threshold),-60,0,[°/10]
C1,871,NvParamLimitWorkEnvelopeC1,DB_NVM_PAR,i16ArrowArmLimitCriticZoneHystRel,Arrow arm limitation; hysteresis applied on the critical zone threshold (relative),10,0,[°/10]
C1,440,NvCalibrationC1,DB_NVM_CAL,au16ArmDeltaRampRatioNacellePost,,200,0,[ms]
C1,440,NvCalibrationC1,DB_NVM_CAL,au16ArmDeltaRampRatioNacellePost,,200,1,[ms]
C1,440,NvCalibrationC1,DB_NVM_CAL,au16ArmDeltaRampRatioNacellePost,,200,2,[ms]
C1,440,NvCalibrationC1,DB_NVM_CAL,au16ArmDeltaRampRatioNacellePost,,200,3,[ms]
C1,414,NvCalibrationC1,DB_NVM_CAL,au16ArmArrowRampRatioNacellePost,,200,0,[ms]
C1,414,NvCalibrationC1,DB_NVM_CAL,au16ArmArrowRampRatioNacellePost,,200,1,[ms]
C1,414,NvCalibrationC1,DB_NVM_CAL,au16ArmArrowRampRatioNacellePost,,200,2,[ms]
C1,414,NvCalibrationC1,DB_NVM_CAL,au16ArmArrowRampRatioNacellePost,,200,3,[ms]
C1,415,NvCalibrationC1,DB_NVM_CAL,au16ArmTelescopeRampRatioNacellePost,,200,0,[ms]
C1,415,NvCalibrationC1,DB_NVM_CAL,au16ArmTelescopeRampRatioNacellePost,,500,1,[ms]
C1,415,NvCalibrationC1,DB_NVM_CAL,au16ArmTelescopeRampRatioNacellePost,,200,2,[ms]
C1,415,NvCalibrationC1,DB_NVM_CAL,au16ArmTelescopeRampRatioNacellePost,,500,3,[ms]
C1,270,NvCalibrationC1,DB_NVM_CAL,au16RotTurretRampRatio,,100,0,[custom]
C1,270,NvCalibrationC1,DB_NVM_CAL,au16RotTurretRampRatio,,100,1,[custom]
C1,422,NvCalibrationC1,DB_NVM_CAL,au16PvgEvTorRampRatio,,200,0,[custom]
C1,422,NvCalibrationC1,DB_NVM_CAL,au16PvgEvTorRampRatio,,200,1,[custom]
C1,422,NvCalibrationC1,DB_NVM_CAL,au16PvgEvTorRampRatio,,200,2,[custom]
C1,422,NvCalibrationC1,DB_NVM_CAL,au16PvgEvTorRampRatio,,200,3,[custom]
C1,183,NvCalibrationC1,DB_NVM_CAL,i16AngleEndStopLowDeltaArm,Angle end stop low position of delta arm,0,0,[°/10]
C1,189,NvCalibrationC1,DB_NVM_CAL,i16AngleCalibEndStopLowDeltaArm,Calibrate Angle end stop low position of delta arm,7802,0,[°/10]
C1,182,NvCalibrationC1,DB_NVM_CAL,i16AngleEndStopHighDeltaArm,Angle end stop high position of delta arm,7950,0,[°/10]
C1,184,NvCalibrationC1,DB_NVM_CAL,i16AngleCalibEndStopHighDeltaArm,Calibrate Angle end stop high position of delta arm,21000,0,[°/10]
C1,866,NvCalibrationC1,DB_NVM_CAL,i16AngleEndStopLowArrowArm,Angle end stop low position of arrow arm,0,0,[°/10]
C1,867,NvCalibrationC1,DB_NVM_CAL,i16AngleCalibEndStopLowArrowArm,Calibrate Angle end stop low position of arrow arm,8711,0,[°/10]
C1,863,NvCalibrationC1,DB_NVM_CAL,i16AngleEndStopHighArrowArm,Angle end stop high position of arrow arm,7790,0,[°/10]
C1,864,NvCalibrationC1,DB_NVM_CAL,i16AngleCalibEndStopHighArrowArm,Calibrate Angle end stop high position of arrowarm,15683,0,[°/10]
C1,902,NvCalibrationC1,DB_NVM_CAL,u16LenghtEndStopLowTelescope1,Lenght end stop low telescope 1,0,0,[mm]
C1,903,NvCalibrationC1,DB_NVM_CAL,u16LenghtEndStopHighTelescope1,Lenght end stop high telescope 1,2250,0,[mm]
C1,904,NvCalibrationC1,DB_NVM_CAL,u16LenghtCaliEndStopLowTelescope1,Lenght calibrate end stop low telescope 1,65535,0,[mm]
C1,905,NvCalibrationC1,DB_NVM_CAL,u16LenghtCaliEndStopHighTelescope1,Lenght calibrate  end stop high telescope 1,2250,0,[mm]
C1,909,NvCalibrationC1,DB_NVM_CAL,u16LenghtEndStopLowTelescope2,Lenght end stop low telescope 2,0,0,[mm]
C1,910,NvCalibrationC1,DB_NVM_CAL,u16LenghtEndStopHighTelescope2,Lenght end stop high telescope 2,2250,0,[mm]
C1,911,NvCalibrationC1,DB_NVM_CAL,u16LenghtCaliEndStopLowTelescope2,Lenght calibrate end stop low telescope 2,65535,0,[mm]
C1,912,NvCalibrationC1,DB_NVM_CAL,u16LenghtCaliEndStopHighTelescope2,Lenght calibrate  end stop high telescope 2,2250,0,[mm]
C1,920,NvCalibrationC1,DB_NVM_CAL,au16ArmDeltaRampRatioTurretPost,,1000,0,[ms]
C1,920,NvCalibrationC1,DB_NVM_CAL,au16ArmDeltaRampRatioTurretPost,,200,1,[ms]
C1,920,NvCalibrationC1,DB_NVM_CAL,au16ArmDeltaRampRatioTurretPost,,500,2,[ms]
C1,920,NvCalibrationC1,DB_NVM_CAL,au16ArmDeltaRampRatioTurretPost,,200,3,[ms]
C1,921,NvCalibrationC1,DB_NVM_CAL,au16ArmArrowRampRatioTurretPost,,500,0,[ms]
C1,921,NvCalibrationC1,DB_NVM_CAL,au16ArmArrowRampRatioTurretPost,,500,1,[ms]
C1,921,NvCalibrationC1,DB_NVM_CAL,au16ArmArrowRampRatioTurretPost,,200,2,[ms]
C1,921,NvCalibrationC1,DB_NVM_CAL,au16ArmArrowRampRatioTurretPost,,500,3,[ms]
C1,922,NvCalibrationC1,DB_NVM_CAL,au16ArmTelescopeRampRatioTurretPost,,200,0,[ms]
C1,922,NvCalibrationC1,DB_NVM_CAL,au16ArmTelescopeRampRatioTurretPost,,200,1,[ms]
C1,922,NvCalibrationC1,DB_NVM_CAL,au16ArmTelescopeRampRatioTurretPost,,200,2,[ms]
C1,922,NvCalibrationC1,DB_NVM_CAL,au16ArmTelescopeRampRatioTurretPost,,200,3,[ms]

